supplier_id,supplier_name,supplier_category,supplier_country,Invoice_Count,Total_Invoice_Amount,Average_Invoice_Amount,Paid_Invoices,Average_Audit_Risk_Score,Max_Audit_Risk_Score,Average_Rule_Count,Exception_Invoices,High_Risk_Invoices,Medium_Risk_Invoices,Missing_PO_Count,Duplicate_Risk_Count,Payment_Before_Invoice_Count,Very_Late_Payment_Count,Weekend_Payment_Count,Cash_Payment_Count,PO_Supplier_Mismatch_Count,PO_Department_Mismatch_Count,Invoice_Exceeds_PO_Count,PO_Not_Approved_Count,Missing_Tax_ID_Flag,Spend_Share,Exception_Rate,High_Risk_Invoice_Rate,Medium_Risk_Invoice_Rate,Critical_Rule_Triggers,Procurement_Exception_Count,Payment_Exception_Count,Procurement_Exception_Rate,Payment_Exception_Rate,avg_risk_score_scaled,exception_rate_scaled,high_risk_rate_scaled,critical_triggers_scaled,spend_share_scaled,procurement_exception_scaled,payment_exception_scaled,supplier_risk_score,supplier_risk_level,primary_supplier_risk_driver,Supplier_Audit_Recommendation
SUP00096,Supplier_0096,Maintenance,France,16,237616.62,14851.04,14,5.28,11.83,1.19,11,0,0,1,0,0,2,2,0,0,1,6,0,0,0.21,68.75,0.0,0.0,0,8,5,50.0,31.25,0.20573020294468766,0.45312500000000006,0.0,0.0,0.05732110267146498,0.3,0.19059405940594057,16.85,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0096. Main observed driver: High exception rate.
SUP00318,Supplier_0318,Marketing Services,Algeria,15,187746.69,12516.45,13,5.88,28.49,1.13,9,0,1,3,1,1,1,3,0,0,1,3,0,0,0.17,60.0,0.0,6.67,2,7,6,46.67,40.0,0.2537206526064465,0.30000000000000004,0.0,0.058823529411764705,0.0452336076510194,0.27999999999999997,0.2633663366336633,16.82,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0318. Main observed driver: High exception rate.
SUP00122,Supplier_0122,Maintenance,France,11,125809.1,11437.19,11,5.86,19.35,1.09,7,0,1,3,0,1,0,1,0,1,0,1,0,0,0.11,63.64,0.0,9.09,2,5,3,45.45,27.27,0.25264985710668153,0.3636363636363636,0.0,0.058823529411764705,0.030221148024478922,0.2727272727272727,0.1575157515751575,16.79,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0122. Main observed driver: High exception rate.
SUP00178,Supplier_0178,Marketing Services,Algeria,20,224244.83,11212.24,19,5.08,17.74,1.2,14,0,2,2,0,0,2,5,0,0,1,6,0,0,0.2,70.0,0.0,10.0,0,9,7,45.0,35.0,0.19033028253083967,0.47500000000000003,0.0,0.0,0.05408004247668541,0.26999999999999996,0.22178217821782176,16.68,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0178. Main observed driver: High exception rate.
SUP00264,Supplier_0264,IT Services,Algeria,7,37639.66,5377.09,7,4.3,9.14,1.0,5,0,0,1,0,0,0,4,0,0,0,0,2,0,0.03,71.43,0.0,0.0,0,3,4,42.86,57.14,0.12824739923824685,0.5000000000000001,0.0,0.0,0.008850601345238041,0.2571428571428571,0.4059405940594059,16.21,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0264. Main observed driver: High exception rate.
SUP00250,Supplier_0250,Facilities,United Arab Emirates,13,99575.9,7659.68,11,6.29,19.89,1.23,7,0,3,3,1,0,2,3,0,1,0,0,1,0,0.09,53.85,0.0,23.08,2,5,6,38.46,46.15,0.2861428265327987,0.19230769230769237,0.0,0.058823529411764705,0.02386273375819957,0.23076923076923078,0.3145468392993145,15.67,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0250. Main observed driver: Payment control exceptions.
SUP00193,Supplier_0193,Maintenance,Germany,7,104038.89,14862.7,7,4.76,8.6,1.0,5,0,0,0,0,0,1,0,0,0,0,4,0,0,0.09,71.43,0.0,0.0,0,4,1,57.14,14.29,0.16497072366551074,0.5000000000000001,0.0,0.0,0.024944475188382012,0.3428571428571428,0.0495049504950495,15.65,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0193. Main observed driver: High exception rate.
SUP00292,Supplier_0292,IT Services,Algeria,16,102922.97,6432.69,14,4.4,16.67,1.0,11,0,1,2,0,0,0,7,0,1,0,4,0,0,0.09,68.75,0.0,6.25,1,7,7,43.75,43.75,0.13629128531635495,0.45312500000000006,0.0,0.029411764705882353,0.02467399802021242,0.26249999999999996,0.29455445544554454,15.58,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0292. Main observed driver: High exception rate.
SUP00069,Supplier_0069,Telecom,France,16,183389.78,11461.86,15,5.68,18.28,1.06,9,0,2,3,0,2,0,3,0,0,1,4,1,0,0.16,56.25,0.0,12.5,2,9,5,56.25,31.25,0.23786311181854358,0.23437500000000003,0.0,0.058823529411764705,0.044177577936730064,0.33749999999999997,0.19059405940594057,15.5,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0069. Main observed driver: Procurement control exceptions.
SUP00044,Supplier_0044,Professional Services,Algeria,16,293014.13,18313.38,14,5.07,17.74,1.06,10,0,1,1,0,1,1,3,0,0,1,4,0,0,0.26,62.5,0.0,6.25,1,6,7,37.5,43.75,0.18976323119777158,0.34375000000000006,0.0,0.029411764705882353,0.07074837490284938,0.22499999999999998,0.29455445544554454,15.36,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0044. Main observed driver: High exception rate.
SUP00254,Supplier_0254,Marketing Services,Germany,10,167529.81,16752.98,10,5.48,18.82,1.0,6,0,2,2,0,0,0,2,0,1,0,3,0,0,0.15,60.0,0.0,20.0,1,6,2,60.0,20.0,0.22244329486669318,0.30000000000000004,0.0,0.029411764705882353,0.04033343160647821,0.36,0.09702970297029703,15.18,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0254. Main observed driver: Procurement control exceptions.
SUP00134,Supplier_0134,IT Services,Algeria,18,253721.58,14095.64,17,5.26,19.35,1.17,11,0,2,1,0,0,3,1,1,0,0,7,0,0,0.23,61.11,0.0,11.11,0,8,6,44.44,33.33,0.20431533802007334,0.31944444444444453,0.0,0.0,0.06122462978298238,0.2666666666666666,0.20792079207920786,14.63,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0134. Main observed driver: High exception rate.
SUP00136,Supplier_0136,IT Services,Algeria,9,73459.54,8162.17,9,6.03,16.13,1.0,5,0,2,2,2,0,1,1,0,0,0,2,0,0,0.07,55.56,0.0,22.22,2,4,2,44.44,22.22,0.26617146394305163,0.2222222222222223,0.0,0.058823529411764705,0.017532639221227806,0.2666666666666666,0.1155115511551155,14.52,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0136. Main observed driver: Procurement control exceptions.
SUP00257,Supplier_0257,Facilities,Algeria,21,253386.71,12066.03,20,4.97,19.35,1.1,13,0,1,4,0,0,2,5,1,0,1,3,0,0,0.23,61.9,0.0,4.76,0,8,9,38.1,42.86,0.18115324124078605,0.33333333333333337,0.0,0.0,0.06114346384877119,0.22857142857142854,0.28712871287128705,14.44,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0257. Main observed driver: High exception rate.
SUP00218,Supplier_0218,Logistics,Algeria,14,85111.16,6079.37,13,3.96,12.37,0.93,10,0,0,1,0,0,1,5,0,0,0,2,2,0,0.08,71.43,0.0,0.0,0,5,6,35.71,42.86,0.10079017679495197,0.5000000000000001,0.0,0.0,0.020356763873701233,0.21428571428571427,0.28712871287128705,14.38,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0218. Main observed driver: High exception rate.
SUP00046,Supplier_0046,Marketing Services,Tunisia,10,97732.3,9773.23,9,4.3,9.68,0.8,7,0,0,1,0,0,2,0,0,0,1,3,0,0,0.09,70.0,0.0,0.0,0,5,2,50.0,20.0,0.1283724631914047,0.47500000000000003,0.0,0.0,0.02341588119955965,0.3,0.09702970297029703,14.25,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0046. Main observed driver: High exception rate.
SUP00244,Supplier_0244,IT Services,Algeria,11,125895.12,11445.01,10,4.4,12.37,0.91,7,0,0,0,0,1,1,2,0,0,0,4,0,0,0.11,63.64,0.0,0.0,1,4,4,36.36,36.36,0.13609231993633106,0.3636363636363636,0.0,0.029411764705882353,0.030241997588969165,0.21818181818181817,0.23312331233123312,13.41,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0244. Main observed driver: High exception rate.
SUP00099,Supplier_0099,Telecom,Algeria,11,66278.87,6025.35,11,4.4,9.68,0.82,7,0,0,3,0,1,1,2,0,0,0,1,0,0,0.06,63.64,0.0,0.0,1,4,4,36.36,36.36,0.1360199688890497,0.3636363636363636,0.0,0.029411764705882353,0.01579218534715052,0.21818181818181817,0.23312331233123312,13.27,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0099. Main observed driver: High exception rate.
SUP00036,Supplier_0036,Consulting,United Kingdom,7,52423.32,7489.05,7,3.46,9.14,0.86,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0.05,71.43,0.0,0.0,0,2,3,28.57,42.86,0.061053948041612245,0.5000000000000001,0.0,0.0,0.012433871196107301,0.1714285714285714,0.28712871287128705,12.87,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0036. Main observed driver: High exception rate.
SUP00306,Supplier_0306,Office Supplies,Algeria,8,68309.81,8538.73,8,4.44,11.29,1.0,5,0,0,2,0,0,1,2,0,0,0,1,0,0,0.06,62.5,0.0,0.0,0,3,3,37.5,37.5,0.13897731794667723,0.34375000000000006,0.0,0.0,0.01628444545533242,0.22499999999999998,0.24257425742574254,12.74,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0306. Main observed driver: High exception rate.
SUP00208,Supplier_0208,Professional Services,Morocco,11,64360.78,5850.98,10,4.45,10.75,0.82,7,0,0,1,0,0,0,1,0,1,1,0,2,0,0.06,63.64,0.0,0.0,1,5,1,45.45,9.09,0.1399269254422458,0.3636363636363636,0.0,0.029411764705882353,0.01532727787036508,0.2727272727272727,0.006300630063006316,12.32,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0208. Main observed driver: High exception rate.
SUP00155,Supplier_0155,Professional Services,Spain,12,84903.07,7075.26,11,4.43,15.05,0.92,7,0,1,3,0,0,1,2,1,0,0,2,0,0,0.08,58.33,0.0,8.33,0,5,5,41.67,41.67,0.1388778352566653,0.2708333333333334,0.0,0.0,0.020306326930260476,0.25,0.27722772277227725,12.18,Low Supplier Risk,Payment control exceptions,Maintain standard monitoring for Supplier_0155. Main observed driver: Payment control exceptions.
SUP00163,Supplier_0163,Logistics,Algeria,15,224663.12,14977.54,12,3.91,14.52,0.87,8,0,0,1,0,0,1,3,0,0,0,3,2,0,0.2,53.33,0.0,0.0,0,6,4,40.0,26.67,0.09688287571295928,0.18333333333333343,0.0,0.0,0.0541814277862718,0.23999999999999996,0.15247524752475247,9.18,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0163. Main observed driver: Procurement control exceptions.
SUP00133,Supplier_0133,Logistics,Algeria,11,81599.52,7418.14,11,3.71,9.14,0.73,6,0,0,1,0,0,1,2,0,0,0,2,2,0,0.07,54.55,0.0,0.0,0,5,3,45.45,27.27,0.08153963028614838,0.20454545454545447,0.0,0.0,0.019505611064511454,0.2727272727272727,0.1575157515751575,9.13,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0133. Main observed driver: Procurement control exceptions.
SUP00054,Supplier_0054,Training,Algeria,20,132091.97,6604.6,18,3.36,12.37,0.7,11,0,0,1,1,0,1,5,0,0,1,3,1,0,0.12,55.0,0.0,0.0,1,6,6,30.0,30.0,0.05340230799840826,0.21250000000000016,0.0,0.029411764705882353,0.031743992749528806,0.18,0.1801980198019802,8.34,Low Supplier Risk,High exception rate,Maintain standard monitoring for Supplier_0054. Main observed driver: High exception rate.
SUP00166,Supplier_0166,Facilities,France,7,35697.53,5099.65,5,2.92,10.75,0.57,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0.03,42.86,0.0,0.0,0,2,1,28.57,14.29,0.018191120459325798,0.0,0.0,0.0,0.008379867042942891,0.1714285714285714,0.0495049504950495,2.6,Low Supplier Risk,Procurement control exceptions,Maintain standard monitoring for Supplier_0166. Main observed driver: Procurement control exceptions.
